+ACI-date+ACI-,+ACI-product+ACI-,+ACI-sales+ACI-,+ACI-day+AF8-of+AF8-week+ACI-,+ACI-month+ACI-,+ACI-quarter+ACI-,+ACI-year+ACI-,+ACI-day+AF8-of+AF8-year+ACI-,+ACI-sales+AF8-rolling+AF8-7+ACI-,+ACI-sales+AF8-rolling+AF8-30+ACI-,+ACI-sales+AF8-lag+AF8-1+ACI-,+ACI-sales+AF8-lag+AF8-7+ACI-,,
2024+AC0-11+AC0-29,+ACI-Widget A+ACI-,25,4,11,4,2024,334,+ACI-23.0+ACI-,+ACI-23.666666666666668+ACI-,+ACI-24.0+ACI-,+ACI-31.0+ACI-,,
2024+AC0-11+AC0-30,+ACI-Widget A+ACI-,28,5,11,4,2024,335,+ACI-22.285714285714285+ACI-,+ACI-23.733333333333334+ACI-,+ACI-25.0+ACI-,+ACI-33.0+ACI-,,
2024+AC0-12+AC0-01,+ACI-Widget A+ACI-,26,6,12,4,2024,336,+ACI-22.857142857142858+ACI-,+ACI-23.833333333333332+ACI-,+ACI-28.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-12+AC0-02,+ACI-Widget A+ACI-,24,0,12,4,2024,337,+ACI-24.142857142857142+ACI-,+ACI-23.833333333333332+ACI-,+ACI-26.0+ACI-,+ACI-15.0+ACI-,,
2024+AC0-12+AC0-03,+ACI-Widget A+ACI-,27,1,12,4,2024,338,+ACI-24.857142857142858+ACI-,+ACI-23.833333333333332+ACI-,+ACI-24.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-12+AC0-04,+ACI-Widget A+ACI-,30,2,12,4,2024,339,+ACI-26.285714285714285+ACI-,+ACI-24.1+ACI-,+ACI-27.0+ACI-,+ACI-20.0+ACI-,,
2024+AC0-12+AC0-05,+ACI-Widget A+ACI-,16,3,12,4,2024,340,+ACI-25.142857142857142+ACI-,+ACI-23.933333333333334+ACI-,+ACI-30.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-12+AC0-06,+ACI-Widget A+ACI-,25,4,12,4,2024,341,+ACI-25.142857142857142+ACI-,+ACI-23.833333333333332+ACI-,+ACI-16.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-12+AC0-07,+ACI-Widget A+ACI-,18,5,12,4,2024,342,+ACI-23.714285714285715+ACI-,+ACI-23.7+ACI-,+ACI-25.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-12+AC0-08,+ACI-Widget A+ACI-,21,6,12,4,2024,343,+ACI-23.0+ACI-,+ACI-23.666666666666668+ACI-,+ACI-18.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-12+AC0-09,+ACI-Widget A+ACI-,26,0,12,4,2024,344,+ACI-23.285714285714285+ACI-,+ACI-23.666666666666668+ACI-,+ACI-21.0+ACI-,+ACI-24.0+ACI-,,
2024+AC0-12+AC0-10,+ACI-Widget A+ACI-,23,1,12,4,2024,345,+ACI-22.714285714285715+ACI-,+ACI-23.633333333333333+ACI-,+ACI-26.0+ACI-,+ACI-27.0+ACI-,,
2024+AC0-12+AC0-11,+ACI-Widget A+ACI-,34,2,12,4,2024,346,+ACI-23.285714285714285+ACI-,+ACI-24.1+ACI-,+ACI-23.0+ACI-,+ACI-30.0+ACI-,,
2024+AC0-12+AC0-12,+ACI-Widget A+ACI-,27,3,12,4,2024,347,+ACI-24.857142857142858+ACI-,+ACI-24.5+ACI-,+ACI-34.0+ACI-,+ACI-16.0+ACI-,,
2024+AC0-12+AC0-13,+ACI-Widget A+ACI-,27,4,12,4,2024,348,+ACI-25.142857142857142+ACI-,+ACI-24.466666666666665+ACI-,+ACI-27.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-12+AC0-14,+ACI-Widget A+ACI-,28,5,12,4,2024,349,+ACI-26.571428571428573+ACI-,+ACI-24.633333333333333+ACI-,+ACI-27.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-12+AC0-15,+ACI-Widget A+ACI-,22,6,12,4,2024,350,+ACI-26.714285714285715+ACI-,+ACI-24.5+ACI-,+ACI-28.0+ACI-,+ACI-21.0+ACI-,,
2024+AC0-12+AC0-16,+ACI-Widget A+ACI-,18,0,12,4,2024,351,+ACI-25.571428571428573+ACI-,+ACI-24.466666666666665+ACI-,+ACI-22.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-12+AC0-17,+ACI-Widget A+ACI-,26,1,12,4,2024,352,+ACI-26.0+ACI-,+ACI-24.3+ACI-,+ACI-18.0+ACI-,+ACI-23.0+ACI-,,
2024+AC0-12+AC0-18,+ACI-Widget A+ACI-,27,2,12,4,2024,353,+ACI-25.0+ACI-,+ACI-24.4+ACI-,+ACI-26.0+ACI-,+ACI-34.0+ACI-,,
2024+AC0-12+AC0-19,+ACI-Widget A+ACI-,22,3,12,4,2024,354,+ACI-24.285714285714285+ACI-,+ACI-24.266666666666666+ACI-,+ACI-27.0+ACI-,+ACI-27.0+ACI-,,
2024+AC0-12+AC0-20,+ACI-Widget A+ACI-,28,4,12,4,2024,355,+ACI-24.428571428571427+ACI-,+ACI-24.533333333333335+ACI-,+ACI-22.0+ACI-,+ACI-27.0+ACI-,,
2024+AC0-12+AC0-21,+ACI-Widget A+ACI-,17,5,12,4,2024,356,+ACI-22.857142857142858+ACI-,+ACI-24.4+ACI-,+ACI-28.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-12+AC0-22,+ACI-Widget A+ACI-,22,6,12,4,2024,357,+ACI-22.857142857142858+ACI-,+ACI-24.1+ACI-,+ACI-17.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-12+AC0-23,+ACI-Widget A+ACI-,25,0,12,4,2024,358,+ACI-23.857142857142858+ACI-,+ACI-23.833333333333332+ACI-,+ACI-22.0+ACI-,+ACI-18.0+ACI-,,
2024+AC0-12+AC0-24,+ACI-Widget A+ACI-,17,1,12,4,2024,359,+ACI-22.571428571428573+ACI-,+ACI-23.666666666666668+ACI-,+ACI-25.0+ACI-,+ACI-26.0+ACI-,,
2024+AC0-12+AC0-25,+ACI-Widget A+ACI-,16,2,12,4,2024,360,+ACI-21.0+ACI-,+ACI-23.7+ACI-,+ACI-17.0+ACI-,+ACI-27.0+ACI-,,
2024+AC0-12+AC0-26,+ACI-Widget A+ACI-,21,3,12,4,2024,361,+ACI-20.857142857142858+ACI-,+ACI-23.666666666666668+ACI-,+ACI-16.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-12+AC0-27,+ACI-Widget A+ACI-,23,4,12,4,2024,362,+ACI-20.142857142857142+ACI-,+ACI-23.766666666666666+ACI-,+ACI-21.0+ACI-,+ACI-28.0+ACI-,,
2024+AC0-12+AC0-28,+ACI-Widget A+ACI-,22,5,12,4,2024,363,+ACI-20.857142857142858+ACI-,+ACI-23.7+ACI-,+ACI-23.0+ACI-,+ACI-17.0+ACI-,,
2024+AC0-12+AC0-29,+ACI-Widget A+ACI-,22,6,12,4,2024,364,+ACI-20.857142857142858+ACI-,+ACI-23.6+ACI-,+ACI-22.0+ACI-,+ACI-22.0+ACI-,,
2024+AC0-12+AC0-30,+ACI-Widget A+ACI-,19,0,12,4,2024,365,+ACI-20.0+ACI-,+ACI-23.3+ACI-,+ACI-22.0+ACI-,+ACI-25.0+ACI-,,
2024+AC0-12+AC0-31,+ACI-Widget A+ACI-,24,1,12,4,2024,366,+ACI-21.0+ACI-,+ACI-23.233333333333334+ACI-,+ACI-19.0+ACI-,+ACI-17.0+ACI-,,
2025+AC0-01+AC0-01,+ACI-Widget A+ACI-,16,2,1,1,2025,1,+ACI-21.0+ACI-,+ACI-22.966666666666665+ACI-,+ACI-24.0+ACI-,+ACI-16.0+ACI-,,
2025+AC0-01+AC0-02,+ACI-Widget A+ACI-,14,3,1,1,2025,2,+ACI-20.0+ACI-,+ACI-22.533333333333335+ACI-,+ACI-16.0+ACI-,+ACI-21.0+ACI-,,
2025+AC0-01+AC0-03,+ACI-Widget A+ACI-,19,4,1,1,2025,3,+ACI-19.428571428571427+ACI-,+ACI-22.166666666666668+ACI-,+ACI-14.0+ACI-,+ACI-23.0+ACI-,,
2025+AC0-01+AC0-04,+ACI-Widget A+ACI-,14,5,1,1,2025,4,+ACI-18.285714285714285+ACI-,+ACI-22.1+ACI-,+ACI-19.0+ACI-,+ACI-22.0+ACI-,,
2025+AC0-01+AC0-05,+ACI-Widget A+ACI-,22,6,1,1,2025,5,+ACI-18.285714285714285+ACI-,+ACI-22.0+ACI-,+ACI-14.0+ACI-,+ACI-22.0+ACI-,,
2025+AC0-01+AC0-06,+ACI-Widget A+ACI-,22,0,1,1,2025,6,+ACI-18.714285714285715+ACI-,+ACI-22.133333333333333+ACI-,+ACI-22.0+ACI-,+ACI-19.0+ACI-,,
2025+AC0-01+AC0-07,+ACI-Widget A+ACI-,19,1,1,1,2025,7,+ACI-18.0+ACI-,+ACI-22.066666666666666+ACI-,+ACI-22.0+ACI-,+ACI-24.0+ACI-,,
2025+AC0-01+AC0-08,+ACI-Widget A+ACI-,28,2,1,1,2025,8,+ACI-19.714285714285715+ACI-,+ACI-22.133333333333333+ACI-,+ACI-19.0+ACI-,+ACI-16.0+ACI-,,
2025+AC0-01+AC0-09,+ACI-Widget A+ACI-,21,3,1,1,2025,9,+ACI-20.714285714285715+ACI-,+ACI-22.066666666666666+ACI-,+ACI-28.0+ACI-,+ACI-14.0+ACI-,,
2025+AC0-01+AC0-10,+ACI-Widget A+ACI-,19,4,1,1,2025,10,+ACI-20.714285714285715+ACI-,+ACI-21.566666666666666+ACI-,+ACI-21.0+ACI-,+ACI-19.0+ACI-,,
2025+AC0-01+AC0-11,+ACI-Widget A+ACI-,19,5,1,1,2025,11,+ACI-21.428571428571427+ACI-,+ACI-21.3+ACI-,+ACI-19.0+ACI-,+ACI-14.0+ACI-,,
2025+AC0-01+AC0-12,+ACI-Widget A+ACI-,18,6,1,1,2025,12,+ACI-20.857142857142858+ACI-,+ACI-21.0+ACI-,+ACI-19.0+ACI-,+ACI-22.0+ACI-,,
2025+AC0-01+AC0-13,+ACI-Widget A+ACI-,15,0,1,1,2025,13,+ACI-19.857142857142858+ACI-,+ACI-20.566666666666666+ACI-,+ACI-18.0+ACI-,+ACI-22.0+ACI-,,
2025+AC0-01+AC0-14,+ACI-Widget A+ACI-,24,1,1,1,2025,14,+ACI-20.571428571428573+ACI-,+ACI-20.633333333333333+ACI-,+ACI-15.0+ACI-,+ACI-19.0+ACI-,,
2025+AC0-01+AC0-15,+ACI-Widget A+ACI-,27,2,1,1,2025,15,+ACI-20.428571428571427+ACI-,+ACI-20.933333333333334+ACI-,+ACI-24.0+ACI-,+ACI-28.0+ACI-,,
2025+AC0-01+AC0-16,+ACI-Widget A+ACI-,19,3,1,1,2025,16,+ACI-20.142857142857142+ACI-,+ACI-20.7+ACI-,+ACI-27.0+ACI-,+ACI-21.0+ACI-,,
2025+AC0-01+AC0-17,+ACI-Widget A+ACI-,16,4,1,1,2025,17,+ACI-19.714285714285715+ACI-,+ACI-20.333333333333332+ACI-,+ACI-19.0+ACI-,+ACI-19.0+ACI-,,
2025+AC0-01+AC0-18,+ACI-Widget A+ACI-,22,5,1,1,2025,18,+ACI-20.142857142857142+ACI-,+ACI-20.333333333333332+ACI-,+ACI-16.0+ACI-,+ACI-19.0+ACI-,,
2025+AC0-01+AC0-19,+ACI-Widget A+ACI-,25,6,1,1,2025,19,+ACI-21.142857142857142+ACI-,+ACI-20.233333333333334+ACI-,+ACI-22.0+ACI-,+ACI-18.0+ACI-,,
2025+AC0-01+AC0-20,+ACI-Widget A+ACI-,18,0,1,1,2025,20,+ACI-21.571428571428573+ACI-,+ACI-20.266666666666666+ACI-,+ACI-25.0+ACI-,+ACI-15.0+ACI-,,
2025+AC0-01+AC0-21,+ACI-Widget A+ACI-,17,1,1,1,2025,21,+ACI-20.571428571428573+ACI-,+ACI-20.1+ACI-,+ACI-18.0+ACI-,+ACI-24.0+ACI-,,
2025+AC0-01+AC0-22,+ACI-Widget A+ACI-,15,2,1,1,2025,22,+ACI-18.857142857142858+ACI-,+ACI-19.766666666666666+ACI-,+ACI-17.0+ACI-,+ACI-27.0+ACI-,,
2025+AC0-01+AC0-23,+ACI-Widget A+ACI-,26,3,1,1,2025,23,+ACI-19.857142857142858+ACI-,+ACI-20.066666666666666+ACI-,+ACI-15.0+ACI-,+ACI-19.0+ACI-,,
2025+AC0-01+AC0-24,+ACI-Widget A+ACI-,16,4,1,1,2025,24,+ACI-19.857142857142858+ACI-,+ACI-20.066666666666666+ACI-,+ACI-26.0+ACI-,+ACI-16.0+ACI-,,
2025+AC0-01+AC0-25,+ACI-Widget A+ACI-,17,5,1,1,2025,25,+ACI-19.142857142857142+ACI-,+ACI-19.933333333333334+ACI-,+ACI-16.0+ACI-,+ACI-22.0+ACI-,,
2025+AC0-01+AC0-26,+ACI-Widget A+ACI-,20,6,1,1,2025,26,+ACI-18.428571428571427+ACI-,+ACI-19.833333333333332+ACI-,+ACI-17.0+ACI-,+ACI-25.0+ACI-,,
2025+AC0-01+AC0-27,+ACI-Widget A+ACI-,18,0,1,1,2025,27,+ACI-18.428571428571427+ACI-,+ACI-19.7+ACI-,+ACI-20.0+ACI-,+ACI-18.0+ACI-,,
2025+AC0-01+AC0-28,+ACI-Widget A+ACI-,18,1,1,1,2025,28,+ACI-18.571428571428573+ACI-,+ACI-19.566666666666666+ACI-,+ACI-18.0+ACI-,+ACI-17.0+ACI-,,
2025+AC0-01+AC0-29,+ACI-Widget A+ACI-,21,2,1,1,2025,29,+ACI-19.428571428571427+ACI-,+ACI-19.633333333333333+ACI-,+ACI-18.0+ACI-,+ACI-15.0+ACI-,,
2025+AC0-01+AC0-30,+ACI-Widget A+ACI-,17,3,1,1,2025,30,+ACI-18.142857142857142+ACI-,+ACI-19.4+ACI-,+ACI-21.0+ACI-,+ACI-26.0+ACI-,,
2025+AC0-01+AC0-31,+ACI-Widget A+ACI-,21,4,1,1,2025,31,+ACI-18.857142857142858+ACI-,+ACI-19.566666666666666+ACI-,+ACI-17.0+ACI-,+ACI-16.0+ACI-,,
2025+AC0-02+AC0-01,+ACI-Widget A+ACI-,12,5,2,1,2025,32,+ACI-18.142857142857142+ACI-,+ACI-19.5+ACI-,+ACI-21.0+ACI-,+ACI-17.0+ACI-,,
2025+AC0-02+AC0-02,+ACI-Widget A+ACI-,17,6,2,1,2025,33,+ACI-17.714285714285715+ACI-,+ACI-19.433333333333334+ACI-,+ACI-12.0+ACI-,+ACI-20.0+ACI-,,
2025+AC0-02+AC0-03,+ACI-Widget A+ACI-,18,0,2,1,2025,34,+ACI-17.714285714285715+ACI-,+ACI-19.566666666666666+ACI-,+ACI-17.0+ACI-,+ACI-18.0+ACI-,,
2025+AC0-02+AC0-04,+ACI-Widget A+ACI-,25,1,2,1,2025,35,+ACI-18.714285714285715+ACI-,+ACI-19.666666666666668+ACI-,+ACI-18.0+ACI-,+ACI-18.0+ACI-,,
2025+AC0-02+AC0-05,+ACI-Widget A+ACI-,15,2,2,1,2025,36,+ACI-17.857142857142858+ACI-,+ACI-19.433333333333334+ACI-,+ACI-25.0+ACI-,+ACI-21.0+ACI-,,
2025+AC0-02+AC0-06,+ACI-Widget A+ACI-,7,3,2,1,2025,37,+ACI-16.428571428571427+ACI-,+ACI-19.033333333333335+ACI-,+ACI-15.0+ACI-,+ACI-17.0+ACI-,,
2025+AC0-02+AC0-07,+ACI-Widget A+ACI-,20,4,2,1,2025,38,+ACI-16.285714285714285+ACI-,+ACI-18.766666666666666+ACI-,+ACI-7.0+ACI-,+ACI-21.0+ACI-,,
2025+AC0-02+AC0-08,+ACI-Widget A+ACI-,19,5,2,1,2025,39,+ACI-17.285714285714285+ACI-,+ACI-18.7+ACI-,+ACI-20.0+ACI-,+ACI-12.0+ACI-,,
2025+AC0-02+AC0-09,+ACI-Widget A+ACI-,20,6,2,1,2025,40,+ACI-17.714285714285715+ACI-,+ACI-18.733333333333334+ACI-,+ACI-19.0+ACI-,+ACI-17.0+ACI-,,
2025+AC0-02+AC0-10,+ACI-Widget A+ACI-,14,0,2,1,2025,41,+ACI-17.142857142857142+ACI-,+ACI-18.566666666666666+ACI-,+ACI-20.0+ACI-,+ACI-18.0+ACI-,,
2025+AC0-02+AC0-11,+ACI-Widget A+ACI-,18,1,2,1,2025,42,+ACI-16.142857142857142+ACI-,+ACI-18.566666666666666+ACI-,+ACI-14.0+ACI-,+ACI-25.0+ACI-,,
2025+AC0-02+AC0-12,+ACI-Widget A+ACI-,19,2,2,1,2025,43,+ACI-16.714285714285715+ACI-,+ACI-18.7+ACI-,+ACI-18.0+ACI-,+ACI-15.0+ACI-,,
2025+AC0-02+AC0-13,+ACI-Widget A+ACI-,13,3,2,1,2025,44,+ACI-17.571428571428573+ACI-,+ACI-18.333333333333332+ACI-,+ACI-19.0+ACI-,+ACI-7.0+ACI-,,
2025+AC0-02+AC0-14,+ACI-Widget A+ACI-,19,4,2,1,2025,45,+ACI-17.428571428571427+ACI-,+ACI-18.066666666666666+ACI-,+ACI-13.0+ACI-,+ACI-20.0+ACI-,,
2025+AC0-02+AC0-15,+ACI-Widget A+ACI-,13,5,2,1,2025,46,+ACI-16.571428571428573+ACI-,+ACI-17.866666666666667+ACI-,+ACI-19.0+ACI-,+ACI-19.0+ACI-,,
2025+AC0-02+AC0-16,+ACI-Widget A+ACI-,10,6,2,1,2025,47,+ACI-15.142857142857142+ACI-,+ACI-17.666666666666668+ACI-,+ACI-13.0+ACI-,+ACI-20.0+ACI-,,
2025+AC0-02+AC0-17,+ACI-Widget A+ACI-,17,0,2,1,2025,48,+ACI-15.571428571428571+ACI-,+ACI-17.5+ACI-,+ACI-10.0+ACI-,+ACI-14.0+ACI-,,
2025+AC0-02+AC0-18,+ACI-Widget A+ACI-,22,1,2,1,2025,49,+ACI-16.142857142857142+ACI-,+ACI-17.4+ACI-,+ACI-17.0+ACI-,+ACI-18.0+ACI-,,
2025+AC0-02+AC0-19,+ACI-Widget A+ACI-,16,2,2,1,2025,50,+ACI-15.714285714285714+ACI-,+ACI-17.333333333333332+ACI-,+ACI-22.0+ACI-,+ACI-19.0+ACI-,,
2025+AC0-02+AC0-20,+ACI-Widget A+ACI-,14,3,2,1,2025,51,+ACI-15.857142857142858+ACI-,+ACI-17.233333333333334+ACI-,+ACI-16.0+ACI-,+ACI-13.0+ACI-,,
2025+AC0-02+AC0-21,+ACI-Widget A+ACI-,10,4,2,1,2025,52,+ACI-14.571428571428571+ACI-,+ACI-17.066666666666666+ACI-,+ACI-14.0+ACI-,+ACI-19.0+ACI-,,
2025+AC0-02+AC0-22,+ACI-Widget A+ACI-,18,5,2,1,2025,53,+ACI-15.285714285714286+ACI-,+ACI-16.8+ACI-,+ACI-10.0+ACI-,+ACI-13.0+ACI-,,
2025+AC0-02+AC0-23,+ACI-Widget A+ACI-,11,6,2,1,2025,54,+ACI-15.428571428571429+ACI-,+ACI-16.633333333333333+ACI-,+ACI-18.0+ACI-,+ACI-10.0+ACI-,,
2025+AC0-02+AC0-24,+ACI-Widget A+ACI-,11,0,2,1,2025,55,+ACI-14.571428571428571+ACI-,+ACI-16.433333333333334+ACI-,+ACI-11.0+ACI-,+ACI-17.0+ACI-,,
2025+AC0-02+AC0-25,+ACI-Widget A+ACI-,10,1,2,1,2025,56,+ACI-12.857142857142858+ACI-,+ACI-16.1+ACI-,+ACI-11.0+ACI-,+ACI-22.0+ACI-,,
2025+AC0-02+AC0-26,+ACI-Widget A+ACI-,13,2,2,1,2025,57,+ACI-12.428571428571429+ACI-,+ACI-15.933333333333334+ACI-,+ACI-10.0+ACI-,+ACI-16.0+ACI-,,
2025+AC0-02+AC0-27,+ACI-Widget A+ACI-,19,3,2,1,2025,58,+ACI-13.142857142857142+ACI-,+ACI-15.966666666666667+ACI-,+ACI-13.0+ACI-,+ACI-14.0+ACI-,,
2025+AC0-02+AC0-28,+ACI-Widget A+ACI-,20,4,2,1,2025,59,+ACI-14.571428571428571+ACI-,+ACI-15.933333333333334+ACI-,+ACI-19.0+ACI-,+ACI-10.0+ACI-,,
2025+AC0-03+AC0-01,+ACI-Widget A+ACI-,21,5,3,1,2025,60,+ACI-15.0+ACI-,+ACI-16.066666666666666+ACI-,+ACI-20.0+ACI-,+ACI-18.0+ACI-,,
2025+AC0-03+AC0-02,+ACI-Widget A+ACI-,10,6,3,1,2025,61,+ACI-14.857142857142858+ACI-,+ACI-15.7+ACI-,+ACI-21.0+ACI-,+ACI-11.0+ACI-,,
2025+AC0-03+AC0-03,+ACI-Widget A+ACI-,19,0,3,1,2025,62,+ACI-16.0+ACI-,+ACI-15.933333333333334+ACI-,+ACI-10.0+ACI-,+ACI-11.0+ACI-,,
2025+AC0-03+AC0-04,+ACI-Widget A+ACI-,22,1,3,1,2025,63,+ACI-17.714285714285715+ACI-,+ACI-16.1+ACI-,+ACI-19.0+ACI-,+ACI-10.0+ACI-,,
2025+AC0-03+AC0-05,+ACI-Widget A+ACI-,14,2,3,1,2025,64,+ACI-17.857142857142858+ACI-,+ACI-15.966666666666667+ACI-,+ACI-22.0+ACI-,+ACI-13.0+ACI-,,
2025+AC0-03+AC0-06,+ACI-Widget A+ACI-,29,3,3,1,2025,65,+ACI-19.285714285714285+ACI-,+ACI-16.1+ACI-,+ACI-14.0+ACI-,+ACI-19.0+ACI-,,
2025+AC0-03+AC0-07,+ACI-Widget A+ACI-,20,4,3,1,2025,66,+ACI-19.285714285714285+ACI-,+ACI-16.266666666666666+ACI-,+ACI-29.0+ACI-,+ACI-20.0+ACI-,,
2025+AC0-03+AC0-08,+ACI-Widget A+ACI-,21,5,3,1,2025,67,+ACI-19.285714285714285+ACI-,+ACI-16.733333333333334+ACI-,+ACI-20.0+ACI-,+ACI-21.0+ACI-,,
2025+AC0-03+AC0-09,+ACI-Widget A+ACI-,10,6,3,1,2025,68,+ACI-19.285714285714285+ACI-,+ACI-16.4+ACI-,+ACI-21.0+ACI-,+ACI-10.0+ACI-,,
2025+AC0-03+AC0-10,+ACI-Widget A+ACI-,18,0,3,1,2025,69,+ACI-19.142857142857142+ACI-,+ACI-16.366666666666667+ACI-,+ACI-10.0+ACI-,+ACI-19.0+ACI-,,
2025+AC0-03+AC0-11,+ACI-Widget A+ACI-,13,1,3,1,2025,70,+ACI-17.857142857142858+ACI-,+ACI-16.133333333333333+ACI-,+ACI-18.0+ACI-,+ACI-22.0+ACI-,,
2025+AC0-03+AC0-12,+ACI-Widget A+ACI-,23,2,3,1,2025,71,+ACI-19.142857142857142+ACI-,+ACI-16.433333333333334+ACI-,+ACI-13.0+ACI-,+ACI-14.0+ACI-,,
2025+AC0-03+AC0-13,+ACI-Widget A+ACI-,15,3,3,1,2025,72,+ACI-17.142857142857142+ACI-,+ACI-16.333333333333332+ACI-,+ACI-23.0+ACI-,+ACI-29.0+ACI-,,
2025+AC0-03+AC0-14,+ACI-Widget A+ACI-,15,4,3,1,2025,73,+ACI-16.428571428571427+ACI-,+ACI-16.2+ACI-,+ACI-15.0+ACI-,+ACI-20.0+ACI-,,
2025+AC0-03+AC0-15,+ACI-Widget A+ACI-,20,5,3,1,2025,74,+ACI-16.285714285714285+ACI-,+ACI-16.433333333333334+ACI-,+ACI-15.0+ACI-,+ACI-21.0+ACI-,,
2025+AC0-03+AC0-16,+ACI-Widget A+ACI-,15,6,3,1,2025,75,+ACI-17.0+ACI-,+ACI-16.3+ACI-,+ACI-20.0+ACI-,+ACI-10.0+ACI-,,
2025+AC0-03+AC0-17,+ACI-Widget A+ACI-,13,0,3,1,2025,76,+ACI-16.285714285714285+ACI-,+ACI-16.3+ACI-,+ACI-15.0+ACI-,+ACI-18.0+ACI-,,
2025+AC0-03+AC0-18,+ACI-Widget A+ACI-,12,1,3,1,2025,77,+ACI-16.142857142857142+ACI-,+ACI-16.366666666666667+ACI-,+ACI-13.0+ACI-,+ACI-13.0+ACI-,,
2025+AC0-03+AC0-19,+ACI-Widget A+ACI-,23,2,3,1,2025,78,+ACI-16.142857142857142+ACI-,+ACI-16.566666666666666+ACI-,+ACI-12.0+ACI-,+ACI-23.0+ACI-,,
2025+AC0-03+AC0-20,+ACI-Widget A+ACI-,14,3,3,1,2025,79,+ACI-16.0+ACI-,+ACI-16.3+ACI-,+ACI-23.0+ACI-,+ACI-15.0+ACI-,,
2025+AC0-03+AC0-21,+ACI-Widget A+ACI-,16,4,3,1,2025,80,+ACI-16.142857142857142+ACI-,+ACI-16.3+ACI-,+ACI-14.0+ACI-,+ACI-15.0+ACI-,,
2025+AC0-03+AC0-22,+ACI-Widget A+ACI-,21,5,3,1,2025,81,+ACI-16.285714285714285+ACI-,+ACI-16.533333333333335+ACI-,+ACI-16.0+ACI-,+ACI-20.0+ACI-,,
2025+AC0-03+AC0-23,+ACI-Widget A+ACI-,16,6,3,1,2025,82,+ACI-16.428571428571427+ACI-,+ACI-16.733333333333334+ACI-,+ACI-21.0+ACI-,+ACI-15.0+ACI-,,
2025+AC0-03+AC0-24,+ACI-Widget A+ACI-,17,0,3,1,2025,83,+ACI-17.0+ACI-,+ACI-16.7+ACI-,+ACI-16.0+ACI-,+ACI-13.0+ACI-,,
2025+AC0-03+AC0-25,+ACI-Widget A+ACI-,18,1,3,1,2025,84,+ACI-17.857142857142858+ACI-,+ACI-16.933333333333334+ACI-,+ACI-17.0+ACI-,+ACI-12.0+ACI-,,
2025+AC0-03+AC0-26,+ACI-Widget A+ACI-,10,2,3,1,2025,85,+ACI-16.0+ACI-,+ACI-16.9+ACI-,+ACI-18.0+ACI-,+ACI-23.0+ACI-,,
2025+AC0-03+AC0-27,+ACI-Widget A+ACI-,13,3,3,1,2025,86,+ACI-15.857142857142858+ACI-,+ACI-17.0+ACI-,+ACI-10.0+ACI-,+ACI-14.0+ACI-,,
2025+AC0-03+AC0-28,+ACI-Widget A+ACI-,12,4,3,1,2025,87,+ACI-15.285714285714286+ACI-,+ACI-16.966666666666665+ACI-,+ACI-13.0+ACI-,+ACI-16.0+ACI-,,
2025+AC0-03+AC0-29,+ACI-Widget A+ACI-,16,5,3,1,2025,88,+ACI-14.571428571428571+ACI-,+ACI-16.866666666666667+ACI-,+ACI-12.0+ACI-,+ACI-21.0+ACI-,,
2025+AC0-03+AC0-30,+ACI-Widget A+ACI-,16,6,3,1,2025,89,+ACI-14.571428571428571+ACI-,+ACI-16.733333333333334+ACI-,+ACI-16.0+ACI-,+ACI-16.0+ACI-,,
2025+AC0-03+AC0-31,+ACI-Widget A+ACI-,17,0,3,1,2025,90,+ACI-14.571428571428571+ACI-,+ACI-16.6+ACI-,+ACI-16.0+ACI-,+ACI-17.0+ACI-,,
2025+AC0-04+AC0-01,+ACI-Widget A+ACI-,22,1,4,2,2025,91,+ACI-15.142857142857142+ACI-,+ACI-17.0+ACI-,+ACI-17.0+ACI-,+ACI-18.0+ACI-,,
2025+AC0-04+AC0-02,+ACI-Widget A+ACI-,18,2,4,2,2025,92,+ACI-16.285714285714285+ACI-,+ACI-16.966666666666665+ACI-,+ACI-22.0+ACI-,+ACI-10.0+ACI-,,
2025+AC0-04+AC0-03,+ACI-Widget A+ACI-,14,3,4,2,2025,93,+ACI-16.428571428571427+ACI-,+ACI-16.7+ACI-,+ACI-18.0+ACI-,+ACI-13.0+ACI-,,
2025+AC0-04+AC0-04,+ACI-Widget A+ACI-,15,4,4,2,2025,94,+ACI-16.857142857142858+ACI-,+ACI-16.733333333333334+ACI-,+ACI-14.0+ACI-,+ACI-12.0+ACI-,,
2025+AC0-04+AC0-05,+ACI-Widget A+ACI-,21,5,4,2,2025,95,+ACI-17.571428571428573+ACI-,+ACI-16.466666666666665+ACI-,+ACI-15.0+ACI-,+ACI-16.0+ACI-,,
